"Folder Type","Folder Description","Subdescription","Trade Name","Address","Issue Date","Expiry Date","Status","Neighbourhood Number","Neighbourhood Name","Electoral Ward","Community Characterization Area","Location"
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jun 28 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","5.512","NORBERRY","St Vital","St Vital",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Feb 10 12:00:00 AM","2022 Feb 22 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Jan 07 12:00:00 AM","2021 Dec 31 12:00:00 AM","Cancelled","5.513","NORWOOD EAST","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Nov 30 12:00:00 AM","2023 Aug 18 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jan 10 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 05 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Nov 02 12:00:00 AM","2023 Jul 04 12:00:00 AM","Closed (L)","5.513","NORWOOD EAST","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Jan 20 12:00:00 AM","2019 Dec 31 12:00:00 AM","Closed (L)","5.514","NORWOOD WEST","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 26 12:00:00 AM","2024 Jan 16 12:00:00 AM","Issued","1.111","RIVER-OSBORNE","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Dec 30 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","1.111","RIVER-OSBORNE","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 20 12:00:00 AM","2024 Feb 06 12:00:00 AM","Issued","3.114","WESTON","Point Douglas","Inkster",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 19 12:00:00 AM","2023 Feb 28 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 12 12:00:00 AM","2023 Aug 17 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Apr 07 12:00:00 AM","2023 Apr 26 12:00:00 AM","Vacant","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Oct 12 12:00:00 AM","2023 Mar 08 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 16 12:00:00 AM","2024 Mar 16 12:00:00 AM","Issued","5.509","HOLDEN","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 24 12:00:00 AM","2024 Apr 02 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 17 12:00:00 AM","2024 Apr 02 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 14 12:00:00 AM","2024 Feb 04 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Mar 08 12:00:00 AM","2022 Feb 28 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 22 12:00:00 AM","2024 Mar 31 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 29 12:00:00 AM","2023 May 02 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 21 12:00:00 AM","2024 Mar 27 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Aug 11 12:00:00 AM","2023 Apr 22 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 17 12:00:00 AM","2024 Mar 22 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Aug 24 12:00:00 AM","2022 Jul 06 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 30 12:00:00 AM","2024 Mar 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 18 12:00:00 AM","2023 May 11 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Apr 20 12:00:00 AM","2023 May 03 12:00:00 AM","Closed (L)","1.106","EARL GREY","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Apr 27 12:00:00 AM","2023 Apr 30 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 May 24 12:00:00 AM","2023 Apr 24 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 22 12:00:00 AM","2024 Mar 07 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 24 12:00:00 AM","2024 Mar 22 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 25 12:00:00 AM","2023 Apr 28 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Mar 31 12:00:00 AM","2022 Apr 22 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 May 19 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 23 12:00:00 AM","2024 Mar 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 15 12:00:00 AM","2024 Jan 31 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Aug 23 12:00:00 AM","2023 Jul 04 12:00:00 AM","Closed (L)","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Nov 30 12:00:00 AM","2023 Sep 05 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 03 12:00:00 AM","2024 Feb 02 12:00:00 AM","Issued","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Aug 02 12:00:00 AM","2023 Apr 02 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 12 12:00:00 AM","2023 Nov 09 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 13 12:00:00 AM","2024 Mar 08 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Feb 04 12:00:00 AM","2021 Apr 02 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 10 12:00:00 AM","2024 Feb 09 12:00:00 AM","Issued","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Mar 29 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Aug 03 12:00:00 AM","2023 Apr 15 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 May 17 12:00:00 AM","2024 Apr 28 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jun 08 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","5.506","DUFRESNE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Oct 14 12:00:00 AM","2023 Oct 02 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Feb 23 12:00:00 AM","2023 Mar 22 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Aug 02 12:00:00 AM","2023 Apr 02 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Feb 24 12:00:00 AM","2022 Feb 23 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Feb 25 12:00:00 AM","2021 Dec 31 12:00:00 AM","Ceased Operation","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Apr 11 12:00:00 AM","2023 Apr 11 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 29 12:00:00 AM","2023 Mar 30 12:00:00 AM","Closed (L)","5.513","NORWOOD EAST","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 22 12:00:00 AM","2024 Mar 02 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 13 12:00:00 AM","2023 Apr 06 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Mar 16 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 23 12:00:00 AM","2024 Mar 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 28 12:00:00 AM","2023 Aug 16 12:00:00 AM","Closed (L)","1.119","ARMSTRONG POINT","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Apr 04 12:00:00 AM","2023 Apr 01 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Mar 22 12:00:00 AM","2023 Mar 30 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Feb 24 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Mar 22 12:00:00 AM","2023 Apr 03 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 24 12:00:00 AM","2024 Mar 04 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 30 12:00:00 AM","2023 Dec 31 12:00:00 AM","Ceased Operation","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Feb 28 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jul 31 12:00:00 AM","2024 Jul 31 12:00:00 AM","Issued","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Oct 15 12:00:00 AM","2022 Oct 16 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Aug 17 12:00:00 AM","2023 Mar 27 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 09 12:00:00 AM","2023 Mar 25 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jan 27 12:00:00 AM","2023 Jan 08 12:00:00 AM","Ceased Operation","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Feb 03 12:00:00 AM","2022 Aug 09 12:00:00 AM","Closed (L)","3.315","SHAUGHNESSY PARK","Point Douglas","Inkster",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Dec 28 12:00:00 AM","2023 Mar 22 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 23 12:00:00 AM","2024 Feb 15 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 28 12:00:00 AM","2024 Feb 06 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Dec 16 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Sep 19 12:00:00 AM","2023 Jul 01 12:00:00 AM","Closed (L)","4.413","ROSSMERE-A","North Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 06 12:00:00 AM","2024 Feb 22 12:00:00 AM","Issued","5.513","NORWOOD EAST","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Jan 18 12:00:00 AM","2021 Apr 02 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 29 12:00:00 AM","2023 Mar 24 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 24 12:00:00 AM","2024 Feb 28 12:00:00 AM","Issued","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 13 12:00:00 AM","2024 Feb 13 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Dec 08 12:00:00 AM","2022 Sep 05 12:00:00 AM","Ceased Operation","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 02 12:00:00 AM","2024 Jan 31 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jul 18 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 May 03 12:00:00 AM","2022 Apr 19 12:00:00 AM","Closed (L)","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Apr 09 12:00:00 AM","2022 Apr 30 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 03 12:00:00 AM","2024 Mar 31 12:00:00 AM","Issued","5.506","DUFRESNE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Jun 21 12:00:00 AM","2022 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Mar 30 12:00:00 AM","2023 Mar 31 12:00:00 AM","Closed (L)","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 22 12:00:00 AM","2024 Feb 28 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 May 11 12:00:00 AM","2022 May 07 12:00:00 AM","Closed (L)","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 Jul 12 12:00:00 AM","2022 Jul 15 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2021 May 11 12:00:00 AM","2022 May 11 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2022 Apr 19 12:00:00 AM","2023 Apr 01 12:00:00 AM","Closed (L)","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
